Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
C;"Zhao, ZG; Fang, XM; Zhu, Y; Long, Y";;;IEEE;"Zhao, Zhengguang; Fang, Xuming; Zhu, Ying; Long, Yan";;;Two Frequency Reuse Schemes in OFDMA-TDD Based Two-hop Relay Networks;2010 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE (WCNC 2010);;;;;IEEE Wireless Communications and Networking Conference (WCNC);APR 18-21, 2010;Sydney, AUSTRALIA;IEEE;;;;"Frequency reuse scheme is extremely important in multi-hop relay networks (MRNs), because some extra frequency resource should be elaborately allocated to Relay Stations (RSs). However the time and spatial reuse characteristics of RS should be taken into account in order to mitigate the co-channel interference. This paper presents two adaptive frequency reuse schemes for MRN by using different reuse patterns in different time zones of the same frame. In our schemes, reuse pattern of 1x3x1 is applied in the Relay Zone (RZ), and 1x3x3 is applied in the Access Zone (AZ). The former allows only the two RSs which are located farthest apart in one cell to share the same frequency portion; while in the latter two adjacent RSs may share the same resources. Analysis and simulation results show that both schemes improve the system throughput greatly. The comparison of coverage and throughput between the two schemes indicates that the latter scheme has better performance and an aggressive full reuse scheme could be utilized to all RSs.";;;;;;;;;;;;;;;;;;;;;978-1-4244-6398-5;;;;2010;;;;;;;;;;;;;;;;;;;;;;;;WOS:000299203100016;
C;"Cho, DS; Kim, IK; Park, H";;;IEEE;"Cho, Dae-Soon; Kim, Il-Kyu; Park, Hyuncheol";;;Performance of Downlink Control Channels for Mobile Hotspot Network System;2013 INTERNATIONAL CONFERENCE ON ICT CONVERGENCE (ICTC 2013): FUTURE CREATIVE CONVERGENCE TECHNOLOGIES FOR NEW ICT ECOSYSTEMS;;;;;International Conference on ICT Convergence (ICTC) - Future Creative Convergence Technologies for New ICT Ecosystems;OCT 14-16, 2013;Minist Sci, ICT & Future Planning, SOUTH KOREA;IEEE Commun Soc,Korean Inst Commun & Informat Sci,Elect & Telecommunicat Res Inst,Korea Commun Agcy,Samsung Elect,Multi Screen Serv Forum Korea,KT,SK Telecom,LG U+,Ericsson LG,LG Elect;Minist Sci, ICT & Future Planning;;;Currently, the high speed data rate services for mobile group vehicles moving at high speed are acutely required. In ETRI (Electronics and Telecommunications Research Institute), we have been developing the Mobile Hotspot Network (MHN) system that can support over 1.2Gbps data rate services for mobile group vehicles moving at high speed over 400km/h, e.g., KTX, TGV, etc. In this paper, new frame structures and pilot patterns for FDD (Frequency Division Duplex) and TDD (Time Division Duplex) of MHN system are proposed. Furthermore, the physical downlink control channels are defined, and we show the structure of designed downlink control channels. We verified the performance of the downlink control channels by computer simulation. Currently, we are developing the test-bed of MHN system and having a target to demonstrate the real time performance of the MHN system on the outdoor environment in 2014. In this paper, we are focusing at the performance of MHN DL control channels. We also show the performance of these channels meet the required SNR.;;;;;;;;;;;;;;;;;;;;;978-1-4799-0698-7;;;;2013;;;;;;;911;914;;;;;;;;;;;;;;;;WOS:000335232400223;
J;"Begh, MAW; Karamanakos, P; Geyer, T";;;;"Begh, Mirza Abdul Waris; Karamanakos, Petros; Geyer, Tobias";;;Gradient-Based Predictive Pulse Pattern Control of Medium-Voltage DrivesuPart I: Control, Concept, and Analysis;IEEE TRANSACTIONS ON POWER ELECTRONICS;;;;;;;;;;;;This article proposes a control and modulation strategy for medium-voltage (MV) drives that exhibits excellent steady-state and transient behavior. Specifically, optimized pulse patterns (OPPs) and direct model predictive control are employed so that the associated advantages of both, such as minimum stator current total demand distortion (TDD) and fast transients, respectively, are fully exploited. To do so, the current reference trajectory tracking and modulation problems are addressed in a coordinated manner in the form of a constrained optimization problem that utilizes the knowledge of the stator current evolution-as described by its gradient-within the prediction horizon. Solving this problem yields the optimal real-time modification of the offline-computed OPP, which guarantees that very low-and close to its theoretical minimum value-stator current TDD is produced at steady state, and very short settling times during transients. To highlight the effectiveness of the proposed strategy, a variable speed drive system consisting of a three-level neutral point clamped inverter and an MV induction machine serves as a case study.;;;;;;"Karamanakos, Petros/0000-0002-6668-7701; Begh, Mirza Abdul Waris/0000-0002-4883-7470";;;;;;;;;;;;;0885-8993;1941-0107;;;;DEC;2022;37;12;;;;;14222;14236;;10.1109/TPEL.2022.3190708;http://dx.doi.org/10.1109/TPEL.2022.3190708;;;;;;;;;;;;;WOS:000849354800030;
J;"Sun, YZ; Huang, YY; Yu, T; Chen, XJ; Zhang, SQ";;;;"Sun, Yanzan; Huang, Yanyu; Yu, Tao; Chen, Xiaojing; Zhang, Shunqing";;;A Novel QoS Guaranteed Joint Resource Allocation Framework for 5G NR with Supplementary Uplink Transmission;ELECTRONICS;;;;;;;;;;;;In 5G scenarios, the dynamic resource allocation of network slicing is crucial for quality-of-service (QoS) guaranteed under fluctuating traffic demands in rapidly changing communication environments. In this paper, we propose a novel QoS guaranteed joint resource allocation framework for NR with supplementary uplink (SUL) called QGJRA-SUL, where three parameters of SUL admission, TDD pattern, and band slicing scheme are jointly optimized. The framework is driven by a well-designed deep reinforcement learning agent. By combining the activation functions tanh and softmax, the agent can jointly optimize three parameters at the same time. Under the original problem of QoS satisfaction rate maximization, we introduce the load unbalance degree of slices into the reward function as a penalty term. The simulation results show that the framework can guarantee the QoS satisfaction rate well and balance the load of slices. QGJRA-SUL can accommodate 15% more user equipments (UEs) with the same QoS satisfaction rate than that of a traditional single-band solution without SUL, and achieve a 73% increase in the performance of load balancing than that without a load balancing mechanism near the full load.;;;;;;"Huang, Yanyu/0000-0002-6936-3980; Zhang, Shunqing/0000-0002-5156-9235; Sun, Yanzan/0000-0003-3131-1760";;;;;;;;;;;;;;2079-9292;;;;APR;2023;12;7;;;;;;;1563;10.3390/electronics12071563;http://dx.doi.org/10.3390/electronics12071563;;;;;;;;;;;;;WOS:000969635100001;
J;"Caro, JB; Ansari, J; Sachs, J; de Bruin, P; Sivri, S; Grosjean, L; König, N; Schmitt, RH";;;;"Caro, Jordi Biosca; Ansari, Junaid; Sachs, Joachim; de Bruin, Peter; Sivri, Sertap; Grosjean, Leefke; Konig, Niels; Schmitt, Robert H.";;;Empirical Study on 5G NR Cochannel Coexistence;ELECTRONICS;;;;;;;;;;;;The 5G non-public network deployments for industrial applications are becoming highly interesting for industries and enterprises owing to dependable wireless performance characteristics. With an increasing trend of network deployments in local licensed and/or shared spectrum, coexistence issues naturally arise. In this article, we present our detailed empirical results on the performance impact of a 5G NR indoor non-public network from a 5G NR outdoor network operating in the same mid-band spectrum. We present experimental results on the uplink and downlink performance impact of a non-public indoor network deployed on an industrial shopfloor. Our results quantify the impact on the uplink and downlink performance characteristics based on realistic traffic loads in a non-public indoor network when using synchronized and unsynchronized Time Division Duplex (TDD) patterns, different UE deployment locations and interference levels. We also present results on mitigating interference effects through robust link adaptation techniques. We believe that this is the first article, which reports quantified 5G NR cochannel coexistence results based on a detailed and systematic study, and provides signficant insights on the cochannel coexistence behavior in realistic deployment scenarios of an industrial shopfloor.;;;;;König, Niels/IZD-6954-2023;"König, Niels/0000-0001-9163-8306; Sachs, Joachim/0000-0001-8398-7741";;;;;;;;;;;;;;2079-9292;;;;JUN;2022;11;11;;;;;;;1676;10.3390/electronics11111676;http://dx.doi.org/10.3390/electronics11111676;;;;;;;;;;;;;WOS:000808661300001;
C;"Noh, S; Zoltowski, MD; Love, DJ";;;IEEE;"Noh, Song; Zoltowski, Michael D.; Love, David J.";;;Downlink Training Codebook Design and Hybrid Precoding in FDD Massive MIMO Systems;2014 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM 2014);IEEE Global Communications Conference;;;;IEEE Global Communications Conference (GLOBECOM);DEC 08-12, 2014;Austin, TX;IEEE;;;;Interest in massive multiple-input multiple-output (MIMO) systems is growing because of their potential ability to improve spectral and energy efficiency. Most prior work on massive AMMO considers TDD operation that relies on channel reciprocity between uplink and downlink channels, whereas most current cellular systems adopt FDD without channel reciprocity. In an FDD mode, downlink channel estimation becomes a challenging issue due to the substantial training overhead that. scales with the number of antennas, which can limit the potential gain of massive MIMO systems. To tackle the issue of channel estimation, we consider the design of a training codebook that has a suitable mapping for the training signal patterns in block transmissions under the assumption of a Kalman filtering framework. We focus on a reduced dimensionality training codebook and transmit precoding design to enable low-complexity system configuration. We discuss how this framework can extend to hybrid analog-digital precoding using a limited number of active RF chains for transmit beamforming by applying the Toeplitz distribution theorem to large-scale linear antenna arrays. A practical guideline for training codebook parameters is presented, and numerical results show the effectiveness of the proposed algorithm.;;;;;"NOH, SONG/J-4494-2018; Love, David/B-6205-2011";"NOH, SONG/0000-0002-0106-7106; Love, David/0000-0001-5922-4787";;;;;;;;;;;;;2334-0983;;978-1-4799-3512-3;;;;2014;;;;;;;1631;1636;;;;;;;;;;;;;;;;WOS:000376235500133;
S;"Koumoto, K; Masuda, Y; Wang, DJ";;"Uematsu, K; Yokokawa, H";;"Koumoto, K; Masuda, Y; Wang, DJ";;;Interfacial reaction-controlled deposition and micropatterning of oxide thin films for gate dielectrics;CERAMIC INTERFACES: PROPERTIES AND APPLICATIONS V;Key Engineering Materials;;;;5th International Workshop on Interfaces of Ceramic Materials;OCT 21-25, 2001;Tsukuba, JAPAN;Natl Inst Mat & Chem Res,Natl Inst Adv Ind Sci & Technol;;;;We have succeeded in fabricating micropatterns of TiO2 thin films on self-assembled monolayers (SAMs). SAMs of OTS (octadecyltrichlorosilane) were formed on Si wafers and modified by UV irradiation using a photomask to generate octadecyl/silanol-pattern. They were used as templates to deposit TiO2 thin films by the use of TDD (titanium dichloride diethoxide) dissolved in toluene. Amorphous films were selectively deposited on silanol regions. Line width variation of the pattern was improved to be well below the current electronics design rule, 5%. Dielectric constant of an as-deposited TiO2 thin film, dielectric properties of TiO2/Si interface and leakage current density were evaluated by measuring I-V and C-V charactersitics of the MOS (metal-oxide-semiconductor) device. Very low leakage current was observed under high electric fields and the TiO2 thin films with various thicknesses showed dielectric constant of 25-30, which is more than 6 times as large as that of a usual SiO2 dielectric layer. This result indicates that TiO2 thin films synthesized at room temperature can replace with SiO2 layers currently employed for gate dielectrics of MOSFETs (MOS field-effect transistors).;;;;;Masuda, Yoshitake/I-3882-2012;Masuda, Yoshitake/0000-0002-4710-1306;;;;;;;;;;;;;1013-9826;;;;;;2003;253;;;;;;139;149;;10.4028/www.scientific.net/KEM.253.139;http://dx.doi.org/10.4028/www.scientific.net/KEM.253.139;;;;;;;;;;;;;WOS:000228290200011;
C;"Alidoustaghdam, H; Miao, Y; Kokkeler, A";;;IEEE;"Alidoustaghdam, Hadi; Miao, Yang; Kokkeler, Andre";;;Integrating TDD Communication and Radar Sensing in Co-Located Planar Array: A Genetic Algorithm Enabled Aperture Design;2022 2ND IEEE INTERNATIONAL SYMPOSIUM ON JOINT COMMUNICATIONS & SENSING (JC&S);;;;;2nd IEEE International Symposium on Joint Communications and Sensing (JC and S);MAR 09-10, 2022;Seefeld, AUSTRIA;IEEE;;;;In this paper, we design interleaved transmitter (Tx) and receiver (Rx) apertures co-located in one planar array for enabling joint communication and sensing. A fixed number of antennas in a rectangular configuration is allocable for the apertures, and we use a genetic algorithm to determine the allocation. We assume that the Tx aperture transmits one beam to an active communication user (downlink communication of time division duplex) and another beam for sensing the passive target, and the Rx aperture receives backscattered sensing signals simultaneously (full duplex). The array apertures' design criteria are based on the effect of interference mitigation when using linear beamforming. The optimal solution is determined when the side lobes for the beams are minimized at different scanning angles in the field of view. Our numerical results indicate that the near-optimal antenna allocation for the apertures does not perform uniformly for all desired beam directions, but yet, we could conclude a near-optimal solution based on the least discrepancy between the sidelobe suppression effects for the aperture patterns.;;;;;;;;;;;;;;;;;;;;;978-1-6654-0579-9;;;;2022;;;;;;;;;;10.1109/JCS54387.2022.9743500;http://dx.doi.org/10.1109/JCS54387.2022.9743500;;;;;;;;;;;;;WOS:000835384400004;
C;"Bao, JL; Wang, H; Ge, JG; Wu, P; Wang, HP";;;IEEE;"Bao, JL; Wang, H; Ge, JG; Wu, P; Wang, HP";;;Phenomenological analysis of drug transport through stratum corneum;PROCEEDINGS OF THE 25TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY, VOLS 1-4: A NEW BEGINNING FOR HUMAN HEALTH;PROCEEDINGS OF ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY;;;;25th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society;SEP 17-21, 2003;Cancun, MEXICO;IEEE Engn Med & Biol Soc,Coral,Univ Autonome Metropolitana,Sandia Natl Lab;;;;"Purpose: To illustrates the phenomenological relationship of drug permeable process through SC and provides theory and method for research of transdermal drug delivery (TDD). Methods: Supposing the system of side-by-side permeation chambers is constant temperature, no chemical reaction, solution with non-viscosity, only two species and local equilibrium, determine mass flow and volume flow, as well as physical force and surface force. Tinidazole as pattern drug, the experiment was carried out by three groups of control (passive) and drug (electric pulse), pulse protocol including: pulse voltage V-0 = 94-400V, pulse rate R = 4 ppm, pulse number N = 50, storage capacitor C = 4.7, 22, 47, 100 muF. Results: (1) Not only drug transdermal permeation, but also volume loss of solution occurs in the system; (2) According to experimental data, phenomenological coefficient is time variable, the action of surface force on mass flow and physical force on physical flow decreases as time expands; (3) Volume flow may be generated by velocity gradient arising from solution convection on the surface of stratum corneum (SC). Conclusion: The permeation chamber is a non-linear and time-variable system.";;;;;;;;;;;;;;;;;;;1094-687X;;0-7803-7789-3;;;;2003;25;;1-4;;;;2974;2977;;10.1109/IEMBS.2003.1280543;http://dx.doi.org/10.1109/IEMBS.2003.1280543;;;;;;;;;;;;;WOS:000189395300771;
J;"Sanssouci, É; Lerat, S; Daigle, F; Grondin, G; Shareck, F; Beaulieu, C";;;;"Sanssouci, Edith; Lerat, Sylvain; Daigle, Francois; Grondin, Gilles; Shareck, Francois; Beaulieu, Carole";;;Deletion of TerD-domain-encoding genes: effect on Streptomyces coelicolor development;CANADIAN JOURNAL OF MICROBIOLOGY;;;;;;;;;;;;TerD-domain-encoding genes (tdd genes) are highly represented in the Streptomyces coelicolor genome. One of these, the tdd8 gene, was recently shown to have a crucial influence on growth, differentiation, and spore development of this filamentous bacterium. The investigation of the potential role of tdd genes has been extended here to tdd7 (SCO2367) and tdd13 (SCO4277). Both genes are highly expressed in bacteria grown in liquid-rich medium (tryptic soy broth). However, the deletion of these genes in S. coelicolor showed contrasting effects regarding developmental patterns, sporulation, and antibiotic production. Deletion of the tdd7 gene induced a reduction of growth in liquid medium, wrinkling of the mycelium on solid medium, and poor spore and actinorhodin production. On the other hand, deletion of the tdd13 gene did not significantly affect growth in liquid medium but induced a small colony phenotype on solid medium with abundant sporulation and overproduction of undecylprodigiosin. Although their exact functions remain undefined, the present data suggest a major involvement of TerD proteins in the proper development of S. coelicolor.;;;;;;;;;;;;;;;;;;;0008-4166;1480-3275;;;;OCT;2012;58;10;;;;;1221;1229;;10.1139/w2012-101;http://dx.doi.org/10.1139/w2012-101;;;;;;;;23072443;;;;;WOS:000310451700009;
C;"Rahman, R; Morshed, KM; Sabrin, S; Rahman, MM";;;IEEE;"Rahman, Rahinur; Morshed, Khaled Mahbub; Sabrin, Sumyea; Rahman, Md Mostafizur";;;Wideband Planar Monopole Antenna for LTE, GSM, Bluetooth, WiMAX, DCS, PCS, and GPS Mobile Terminals;2015 2ND INTERNATIONAL CONFERENCE ON ELECTRICAL INFORMATION AND COMMUNICATION TECHNOLOGY (EICT);;;;;2nd International Conference on Electrical Information and Communication Technology (EICT 2015);DEC 10-12, 2015;Khulna, BANGLADESH;Khulna Univ Engn Technol, Fac Elect Elect Engn,IEEE, Bangladesh Sect;;;;A simple planar antenna of high gain for long term evolution (LTE), global system for mobile communications (GSM), Bluetooth, worldwide interoperability for microwave access (WiMAX), digital cellular services (DCS), personal communication services (PCS), wireless local area network (WLAN), and global positioning system (GPS) mobile terminals is presented. The antenna has wide -6 dB reflection coefficient bandwidth of 2.17 GHz (1.33-3.5 GHz). The antenna has a compact size of 44.9 mm x35.5 mm x 0.87 mm placed one side of the substrate of dimension 35.5 mm x 75.5 mm. The antenna has high gain of 3.85 dBi at 2.7 GHz, maximum directivity is 5.04 dBi at 2.7 GHz and total efficiency of the antenna varies between 61% and 95% within the wide impedance bandwidth. In addition, the antenna gain and efficiency is almost constant in individual operating band of operation. Dimensions of the antenna are optimized for wide impedance band. Antenna radiation patterns are presented at 1.5, 2, 2.5, and 3 GHz.;;;;;;;;;;;;;;;;;;;;;978-1-4673-9257-0;;;;2015;;;;;;;309;313;;;;;;;;;;;;;;;;WOS:000380498400056;
C;"Chen, HH; Yeh, YC; Chao, CY; Tsai, CH; Chang, WH";;;IEEE;"Chen, HH; Yeh, YC; Chao, CY; Tsai, CH; Chang, WH";;;Isotropic air-interface in TD-SCDMA: Uplink synchronization control and its environment-dependent performance analysis;2003 IEEE 58TH VEHICULAR TECHNOLOGY CONFERENCE, VOLS1-5, PROCEEDINGS;IEEE Vehicular Technology Conference Proceedings;;;;58th IEEE Vehicular Technology Conference (VTC 2003);OCT 06-09, 2003;Orlando, FL;IEEE,IEEE VTS;;;;This paper addresses the issues on implementation of an isotropic air-link technology for future 4G wireless. One straightforward way is to use open-loop and closed-loop uplink synchronization (ULS) control techniques to turn asynchronous uplink back to synchronous operation mode. The use of ULS control can greatly enhance bilateral data transmission throughput in both uplink and downlink channels of a mobile cellular as a direct result from improved transmission imparity between them. This is especially important for some applications where the traffic in the both links should be made equally high, such as video conferencing. This paper will also introduce a modeling method to analyze performance of ULS control in a mobile cellular system. It should be noted that, although this paper's study is carried out under the TD-SCDMA framework, the method can be equally applicable to any TDD-based 3G and 4C wireless systems that choose ULS control as the means to achieve isotropic air-link transmission. A numerical analysis based on propagation delay estimation will be used to derive probability of successful ULS control under consideration of the impact of different channel environments, such as reflection coefficients, propagation patterns, attenuation gradient and cell size, etc.;;;;;;;;;;;;;;;;;;;1550-2252;;0-7803-7954-3;;;;2003;;;;;;;2496;2500;;10.1109/VETECF.2003.1285983;http://dx.doi.org/10.1109/VETECF.2003.1285983;;;;;;;;;;;;;WOS:000221662300505;
C;"Bao, JL; Hong, W; Wang, HP; Ge, JG";;;ieee;"Bao, JL; Hong, W; Wang, HP; Ge, JG";;;Quantitative description and model of molecule transport through skin;PROCEEDINGS OF THE 26TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY, VOLS 1-7;PROCEEDINGS OF ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY;;;;26th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society;SEP 01-05, 2004;San Francisco, CA;IEEE Engn Med & Biol Soc,Whitaker Fdn,Cyberonics,NIH,NIBIB,NIDOCD,NINDS;;;;"The illustration of the electrical properties of skin and quantitative relations provides the theory and method for transdermal drug delivery by electroporation. The paper puts forward an electrical model of skin including conductance of appendageal, lipid, lipid-corneocyte matrix pathway and Nernst potential of charged drug molecule. Leakage experiments with Tinidazole as pattern mass were carried out with three groups, each of which contained 15 protocols. The result indicates that (1) we obtained that equivalent resistance R-T of side-by-side permeation chambers and one R-A of transdermal decreased along with initial voltage of pulse increased using logarithm trend line fitting, but the R-T and R-A were gained along with pulse voltage decreased during pulse duty; (2) Even if same pulse protocol, Tinidazole permeation fluxes were difference 0-4 orders from each other for SC of different position at same time. The transdermal potential is actual exist in the molecular to pass through skin. In is more significant that conductance G(a), G(l) and G(c) is described permeability of molecular through skin. And it shows that electrical model of skin to expatiate quantify relationship between electrical property and molecular flow is very effective.";;;;;;;;;;;;;;;;;;;1094-687X;;0-7803-8439-3;;;;2004;26;;1-7;;;;3539;3542;;;;;;;;;;;17271054;;;;;WOS:000225461800921;
J;"Lee, D; Lee, S; Kim, G; Kim, J; Jang, J; Oh, J; Moon, D; Park, Y; Yoon, E";;;;"Lee, Donghyun; Lee, Seungmin; Kim, Giwoong; Kim, Jongmyeong; Jang, Jeonghwan; Oh, Jehong; Moon, Daeyoung; Park, Yongjo; Yoon, Euijoon";;;Epitaxial lateral overgrowth of GaN on nano-cavity patterned sapphire substrates;JOURNAL OF CRYSTAL GROWTH;;;;;;;;;;;;The epitaxial lateral overgrowth of GaN by metal-organic chemical vapor deposition using a nano-cavity patterned sapphire substrate (NCPSS) was investigated. The NCPSS, with a hexagonal non-close-packed nano-cavity pattern on the sapphire substrate, was fabricated by polystyrene sphere coating and size reduction by reactive ion etching, followed by deposition of alumina and thermal oxidation. The coalescence of GaN on the NCPSS was achieved by the formation of relatively large GaN islands and enhanced lateral overgrowth of the GaN islands over several nano-cavity pattern areas. The threading dislocation density (TDD) measured by cathodoluminescence measurement was significantly reduced from 2.4x10(8) cm(-2) to 6.9x10(7) cm(-2) by using the NCPSS. A dislocation behavior that contributes to the reduction of TDD of the GaN layer was observed by transmission electron microscopy. Raman spectroscopy revealed that the compressive stress in the GaN layer was reduced by 21% due to the embedded nano-cavities. In addition, the diffuse reflectance of GaN on the NCPSS was enhanced by 54%similar to 62%, which is attributed to the increased probability of light extraction through effective light scattering by nano-cavities.;;;;;"Kim, Jongmyeong/GXF-1293-2022; Oh, Jehong/AAS-1385-2020; Yoon, Euijoon/S-8957-2017";"Lee, Donghyun/0000-0002-8048-8581; Yoon, Euijoon/0000-0002-1802-0320";;;;;;;;;;;;;0022-0248;1873-5002;;;;FEB 1;2019;507;;;;;;103;108;;10.1016/j.jcrysgro.2018.11.001;http://dx.doi.org/10.1016/j.jcrysgro.2018.11.001;;;;;;;;;;;;;WOS:000455667500016;
J;"Wang, K; Tian, YC; Li, MD; Zhang, HS; Chen, ZZ; Wei, Y; Yu, TJ";;;;"Wang, Kun; Tian, Yucheng; Li, Mengda; Zhang, Huangshu; Chen, Zhizhong; Wei, Yang; Yu, Tongjun";;;Efficient Dislocation Prevention and Thermal Transport Network Constructed by CNT Films on PSS for GaN-Based UV LEDs;ACS APPLIED ELECTRONIC MATERIALS;;;;;;;;;;;;We report the realization of a dislocation prevention and thermal transport network by adopting carbon nanotube (CNT) films on a commercially available patterned sapphire substrate (PSS), using which a high-quality gallium nitride (GaN) epilayer and a device with improved thermal performance are achieved at the same time. High fill factor CNT films with easy accessibility are lifted above the sapphire patterns and introduce a second selective area growth subsequent to the micron-scale selective area growth on PSS, leading to a further reduction in threading dislocation density (TDD) without involving any regrowth process. Under this dislocation prevention effect, the TDD of the GaN epilayer dropped to 3.5 x 10(7) cm(-2) consequently, which is 78% lower than that on PSS. A thermal transporting network of CNTs with high axial thermal conductivity is simultaneously established, contributing to the great improvement in the thermal performance of the near-ultraviolet light-emitting diode (LED) fabricated subsequently. As a result, an 89% increase in saturation light output power and a 55.5% enhancement in internal quantum efficiency were acquired. We thus believe that this convenient yet effective method will be a competitive solution for short-wavelength LED devices that require high efficiency and long lifetime.;;;;;"Zhang, Huang/HTO-3037-2023; Wei, Yang/V-6763-2017";"Wei, Yang/0000-0003-1982-8329; Tian, Yucheng/0000-0002-0114-8918";;;;;;;;;;;;;;2637-6113;;;;NOV 23;2021;3;11;;;;;4905;4911;;10.1021/acsaelm.1c00736;http://dx.doi.org/10.1021/acsaelm.1c00736;;;;;;;;;;;;;WOS:000756989100026;
J;"Kim, S; Kim, S; Yoon, Y";;;;"Kim, Svetlana; Kim, Subi; Yoon, YongIk";;;Trustworthy Dynamic Data Awareness Model for Tracking in CPS;HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES;;;;;;;;;;;;"With the development of Internet of Things (IoT), the interconnected devices and sensors in cyber-physical systems (CPS) are increasing; these continuously exchange collected data for revealing helpful information about the overall system. In CPS-based monitoring applications, abnormal (including anomalies/outliers) values can lead to severe consequences for skewed judgments. The criteria for determining abnormal values may change over time, making it impossible to detect abnormal in real-time based on a training model or rely on traditional statistical methods to find abnormal values efficiently. When machine learning using, abnormal values in the data set are considered data errors or noise and excluded from analysis for the stability of the results. However, the identified abnormal values contain essential information in some cases, making correct navigation and identifying anomalies even more critical. This paper proposes a Trustworthy Dynamic Data Awareness (TDD-Awareness) algorithm that extracts the characteristics of continuous sensor data and accurately identifies abnormal values through the subsequent preprocessing process. The TDD-Awareness algorithm extracts the number of generated abnormally, the time of occurrence, and the characteristics and patterns needed to analyze the location of occurrence from the sensor data. The importance of abnormal values is determined by effectively exploring the relationship between abnormally to separate containing necessary information.";;;;;KIM, SVETLANA/JDW-0004-2023;Kim, Svetlana/0000-0002-9617-2610;;;;;;;;;;;;;;2192-1962;;;;MAR 30;2022;12;;;;;;;;13;10.22967/HCIS.2022.12.013;http://dx.doi.org/10.22967/HCIS.2022.12.013;;;;;;;;;;;;;WOS:000775156000001;
C;"Neji, N; De Lacerda, R; Azoulay, A; Letertre, T; Outtier, O";;;IEEE;"Neji, Najett; De Lacerda, Raul; Azoulay, Alain; Letertre, Thierry; Outtier, Olivier";;;Radioelectric compatibility of the Future Aeronautical Communication System;ITST: 2009 9TH INTERNATIONAL CONFERENCE ON INTELLIGENT TRANSPORT SYSTEMS TELECOMMUNICATIONS;;;;;9th International Conference on Intelligent Transport Systems Telecommunications;OCT 20-22, 2009;Lille, FRANCE;INRETS,NiCT,Nord-Pass Calais,Univ Littoral,Inst TELECOM,Yokosuka Res Pk,UVHC,Univ Lille 1,Ville de Lille,Mitsubishi Elect,ALSTOM,IEEE France Sect,EIC,SEE;;;;The aeronautical community has recently decided to develop a new digital aeronautical communication system, named L-DACS, in order to fulfill the new air traffic requirements. This system, which will operate in the L frequency band (960 to 1164 MHz), would be internationally deployed from 2020. Many technologies were considered for this new aeronautical system but only two among them were preselected by the International Civil Aviation Organization (ICAO): candidate one, named L-DACS1, is based on a FDD-OFDM technology and candidate two, named L-DACS2, is based on a TDD-GMSK technology. One of the most important issues for both candidates is the electromagnetic compatibility (EMC) with the legacy systems operating in the same band or/and in adjacent bands. Different scenarios have to be evaluated due to the fact that these systems will be implanted either in the airplanes (on board) or in ground stations. In this paper, we propose to evaluate the air-air scenario, where we focus on the signals generated by onboard L-DACS transmitters on onboard victim receivers, taking into account the L-DACS antenna radiation pattern and the frequency mask. The study emphasizes that the interference phenomenon can be one of the main limitations for the L-DACS development.;;;;;;De Lacerda, Raul/0000-0002-2167-1925;;;;;;;;;;;;;;;;;;;2009;;;;;;;243;+;;10.1109/ITST.2009.5399349;http://dx.doi.org/10.1109/ITST.2009.5399349;;;;;;;;;;;;;WOS:000279343400046;
